绰	15
絮	15
筒	15
盏	15
盅	15
猥	15
烁	15
渝	15
洽	15
沭	15
沧	15
槟	15
榔	15
暇	15
斐	15
揣	15
挠	15
恭	15
弦	15
帐	15
孜	15
墟	15
嗝	15
啪	15
哺	15
匪	15
冶	15
黏	14
髓	14
靳	14
隽	14
隧	14
阖	14
锚	14
跋	14
谍	14
诠	14
裟	14
袈	14
袅	14
衬	14
蠢	14
蝇	14
藤	14
蒲	14
秽	14
磷	14
瞧	14
瘾	14
畸	14
畔	14
瑟	14
玥	14
炜	14
灞	14
澄	14
溅	14
涩	14
浐	14
沸	14
沦	14
汲	14
橱	14
栩	14
枉	14
斋	14
擒	14
搓	14
掺	14
捍	14
挚	14
恪	14
彤	14
垢	14
嚣	14
嗨	14
兢	14
乾	14
麒	13
饶	13
靶	13
雏	13
镑	13
锈	13
迭	13
蹄	13
赂	13
谜	13
谎	13
觐	13
蚂	13
葱	13
茵	13
舸	13
肆	13
耽	13
绷	13
粤	13
篡	13
祈	13
砻	13
砚	13
珐	13
猖	13
湛	13
淹	13
洼	13
氯	13
檀	13
曙	13
摧	13
憨	13
恳	13
帚	13
岚	13
孵	13
奴	13
坍	13
嘿	13
啤	13
哇	13
叭	13
刨	13
冽	13
冥	13
僧	13
俨	13
仕	13
黔	12
骏	12
靡	12
陡	12
陀	12
锂	12
钧	12
辄	12
轫	12
螺	12
蝴	12
菠	12
苯	12
耻	12
绽	12
粘	12
穗	12
磋	12
畲	12
獗	12
烯	12
炕	12
澎	12
湃	12
淑	12
涧	12
毯	12
榴	12
栈	12
枸	12
杠	12
杖	12
晃	12
旷	12
攘	12
摒	12
怜	12
巫	12
崑	12
岑	12
姗	12
妮	12
嘘	12
嘎	12
喧	12
唠	12
咯	12
吱	12
凛	12
僻	12
倦	12
髦	11
饺	11
雯	11
邃	11
趵	11
衍	11
蚤	11
莽	11
膺	11
脖	11
肋	11
翅	11
笋	11
竖	11
祠	11
碓	11
睾	11
眶	11
皱	11
瘩	11
疙	11
牺	11
熨	11
澈	11
溧	11
毙	11
棍	11
栓	11
昇	11
旻	11
捆	11
捂	11
拢	11
拂	11
扁	11
愚	11
惫	11
廓	11
屉	11
夷	11
坞	11
哦	11
呕	11
呐	11
叛	11
厝	11
勋	11
刃	11
儒	11
佑	11
鸳	10
韶	10
霆	10
隶	10
邸	10
遴	10
逗	10
轧	10
踵	10
讶	10
讳	10
褐	10
莆	10
苓	10
艇	10
缭	10
缀	10
绶	10
纺	10
糙	10
窥	10
稚	10
秃	10
磅	10
盎	10
瓒	10
璧	10
琛	10
琐	10
犀	10
焰	10
潇	10
浉	10
洙	10
氚	10
毗	10
歼	10
梢	10
晤	10
搅	10
抖	10
悼	10
恬	10
帧	10
尉	10
埔	10
坷	10
坟	10
嘻	10
嗜	10
喘	10
唇	10
哀	10
叨	10
匮	10
勐	10
凿	10
凹	10
冕	10
佐	10
仆	10
乓	10
ｌ	9
鸯	9
馏	9
颐	9
韭	9
霄	9
陇	9
镁	9
锹	9
铎	9
铅	9
钠	9
钉	9
蹊	9
踞	9
谕	9
譬	9
褒	9
袜	9
蚁	9
薇	9
荤	9
苻	9
芹	9
腥	9
窜	9
窘	9
祛	9
砂	9
矶	9
矢	9
睢	9
眸	9
皓	9
瓣	9
琊	9
牡	9
炳	9
漓	9
溺	9
渭	9
渎	9
淆	9
涤	9
泻	9
泣	9
沐	9
檐	9
棕	9
斓	9
摞	9
掷	9
掬	9
恺	9
恍	9
徊	9
岂	9
屑	9
屁	9
宵	9
嬛	9
妞	9
壬	9
埂	9
嘭	9
咕	9
卉	9
凇	9
冢	9
俺	9
ｎ	8
ｈ	8
鹊	8
鳞	8
骼	8
骥	8
驿	8
馒	8
颓	8
颅	8
鞍	8
镛	8
镐	8
锵	8
锯	8
铿	8
铵	8
铮	8
铬	8
钝	8
鎏	8
鄞	8
邯	8
蹦	8
踝	8
跤	8
趾	8
谥	8
袱	8
蜇	8
蛛	8
蛆	8
蚊	8
藉	8
蔺	8
蓓	8
菱	8
茜	8
苛	8
臻	8
胺	8
胧	8
缜	8
竿	8
祟	8
矮	8
癣	8
痪	8
珑	8
犍	8
灸	8
淳	8
淖	8
涟	8
浚	8
汹	8
氘	8
橼	8
橡	8
樟	8
栾	8
暮	8
擂	8
撇	8
拧	8
抉	8
憬	8
憧	8
惋	8
怅	8
徘	8
弓	8
巅	8
嶷	8
岐	8
屹	8
孰	8
娴	8
噱	8
啼	8
啕	8
啄	8
哗	8
咚	8
咐	8
吏	8
凋	8
乍	8
〇	8
黛	7
鸽	7
鲍	7
骁	7
驭	7
馅	7
霓	7
阙	7
钗	7
釉	7
醺	7
郜	7
邂	7
逍	7
逅	7
趴	7
谧	7
诡	7
衅	7
蝙	7
蜘	7
茗	7
舵	7
舜	7
膨	7
腑	7
肴	7
肘	7
聆	7
翘	7
绯	7
箍	7
祀	7
砌	7
瞥	7
瞅	7
瑰	7
玫	7
熄	7
澛	7
潢	7
漪	7
淌	7
涝	7
汝	7
歆	7
棠	7
桓	7
暧	7
昵	7
掂	7
拌	7
扳	7
慷	7
惭	7
惘	7
悖	7
徕	7
彪	7
弩	7
尧	7
寝	7
宦	7
宙	7
奕	7
啸	7
哟	7
哄	7
咙	7
咎	7
呛	7
吆	7
叩	7
勺	7
劈	7
兀	7
俑	7
丕	7
黝	6
鲤	6
髋	6
骞	6
驴	6
雉	6
隅	6
镶	6
镯	6
镉	6
锭	6
锏	6
铤	6
醛	6
贱	6
谚	6
诿	6
诧	6
诣	6
褂	6
裴	6
蝉	6
蚌	6
蘑	6
藻	6
蒹	6
葵	6
葭	6
菩	6
莠	6
莞	6
茸	6
茯	6
茎	6
茄	6
舅	6
翡	6
绅	6
粄	6
簸	6
篷	6
篱	6
筵	6
笨	6
窍	6
稠	6
禛	6
祷	6
祎	6
矣	6
睦	6
眺	6
眷	6
痒	6
璋	6
璇	6
珀	6
煜	6
烨	6
烙	6
炙	6
濒	6
淝	6
涡	6
洹	6
泮	6
汞	6
氰	6
氟	6
毋	6
棱	6
朦	6
昱	6
斡	6
摹	6
拯	6
拭	6
扼	6
扉	6
愕	6
惬	6
惚	6
忡	6
徜	6
徉	6
徇	6
彧	6
彝	6
庵	6
峭	6
峦	6
宸	6
娼	6
姝	6
妤	6
墉	6
嚼	6
嗑	6
喃	6
唾	6
咧	6
吝	6
叽	6
卑	6
刽	6
刁	6
冤	6
兮	6
僚	6
偎	6
侮	6
侗	6
侄	6
ｙ	5
ｍ	5
ｉ	5
黍	5
鸦	5
骋	5
馋	5
馁	5
饪	5
颌	5
鞅	5
钳	5
釜	5
酯	5
郧	5
邕	5
跷	5
赡	5
赟	5
赎	5
讪	5
褪	5
裨	5
蟹	5
蜿	5
蜒	5
莘	5
苟	5
苔	5
芮	5
芙	5
臀	5
腌	5
耆	5
翩	5
罄	5
缤	5
绡	5
網	5
紗	5
粑	5
簇	5
筷	5
筱	5
窿	5
稼	5
禀	5
祺	5
磺	5
睫	5
皂	5
疚	5
甾	5
瑾	5
珉	5
猕	5
狩	5
爹	5
煽	5
煲	5
焊	5
烛	5
炽	5
濑	5
漾	5
渺	5
淇	5
浊	5
沓	5
殡	5
殚	5
槌	5
桔	5
杞	5
朔	5
曳	5
揉	5
掰	5
拽	5
拱	5
戟	5
悸	5
帼	5
峪	5
寅	5
妓	5
報	5
堕	5
埭	5
埝	5
垛	5
囱	5
噩	5
嘲	5
嘌	5
喆	5
唏	5
哽	5
哒	5
咫	5
呤	5
厥	5
卯	5
儋	5
倚	5
佬	5
伺	5
乖	5
丐	5
ａ	4
黯	4
鹭	4
鲨	4
骛	4
驯	4
靴	4
霏	4
霁	4
雍	4
阪	4
阕	4
镀	4
锲	4
醚	4
酥	4
酣	4
酚	4
酗	4
酌	4
酉	4
邳	4
遐	4
逞	4
迸	4
蹿	4
蹬	4
踹	4
跆	4
赊	4
谯	4
谆	4
诟	4
诀	4
觑	4
褥	4
裘	4
袄	4
蜕	4
蛀	4
虓	4
藩	4
藜	4
蕙	4
蓿	4
荼	4
茌	4
苜	4
苇	4
苄	4
舔	4
腱	4
胱	4
胭	4
胥	4
羚	4
羔	4
罔	4
缨	4
纶	4
纂	4
紊	4
籽	4
笤	4
窒	4
秸	4
秧	4
秆	4
礴	4
砝	4
瞪	4
瞠	4
眯	4
眈	4
皎	4
疹	4
疱	4
疤	4
瓮	4
璨	4
璀	4
瑛	4
瑙	4
琥	4
珺	4
珞	4
珙	4
珈	4
珂	4
獠	4
猿	4
猾	4
狡	4
狄	4
熹	4
熠	4
焖	4
焉	4
渚	4
渑	4
涣	4
涓	4
泗	4
沮	4
汶	4
汴	4
氲	4
氤	4
氡	4
槎	4
榨	4
楞	4
棘	4
梆	4
桨	4
柠	4
枷	4
朐	4
晔	4
摈	4
搁	4
揪	4
揠	4
挟	4
拙	4
抠	4
戎	4
懊	4
惺	4
惮	4
惦	4
悯	4
悍	4
忿	4
忻	4
忏	4
徙	4
廿	4
庇	4
崎	4
岱	4
岖	4
嫣	4
婿	4
娄	4
夭	4
垮	4
圭	4
圄	4
囹	4
嚎	4
噎	4
嘶	4
啾	4
哎	4
咪	4
匈	4
剿	4
倔	4
俪	4
侍	4
佥	4
ｄ	3
龟	3
鸠	3
鳌	3
鳄	3
骶	3
骡	3
馥	3
饵	3
飓	3
飒	3
颤	3
颊	3
霭	3
锴	3
锥	3
铆	3
钵	3
钜	3
钛	3
酮	3
鄱	3
邝	3
邋	3
遁	3
辫	3
轶	3
躯	3
躞	3
蹙	3
蹒	3
蹀	3
踊	3
跚	3
赭	3
贻	3
豁	3
谬	3
谛	3
诲	3
诛	3
诙	3
讽	3
觞	3
覃	3
褶	3
蟠	3
蜻	3
蜗	3
蜓	3
虏	3
蔫	3
蔑	3
蓦	3
蓟	3
蓊	3
葺	3
萱	3
萦	3
苷	3
臃	3
膊	3
膈	3
腼	3
腆	3
脐	3
脍	3
胳	3
耋	3
耄	3
羌	3
缮	3
缢	3
缙	3
绛	3
绊	3
粟	3
簪	3
箕	3
筐	3
笆	3
窦	3
窈	3
秤	3
祯	3
碘	3
砥	3
砟	3
砒	3
瞰	3
睬	3
眙	3
眎	3
盱	3
瘟	3
痞	3
痘	3
痊	3
痉	3
疵	3
疴	3
甬	3
瓴	3
璠	3
瑕	3
琰	3
琨	3
珲	3
猝	3
犊	3
煦	3
煞	3
焱	3
烷	3
烊	3
漩	3
溥	3
溉	3
湄	3
渲	3
渤	3
浔	3
泷	3
沏	3
檬	3
榷	3
榭	3
楂	3
椿	3
椋	3
梵	3
栅	3
朕	3
暐	3
昉	3
敝	3
撮	3
搀	3
掣	3
挞	3
挛	3
拴	3
拮	3
扈	3
懋	3
憩	3
憔	3
憋	3
悴	3
恣	3
恙	3
恕	3
恃	3
恁	3
怵	3
忱	3
彷	3
弛	3
弑	3
幌	3
峨	3
寐	3
媲	3
姊	3
奚	3
奂	3
夙	3
塍	3
垾	3
垦	3
囿	3
囧	3
嘀	3
嗦	3
嗅	3
唬	3
唉	3
哮	3
哩	3
哧	3
呜	3
厮	3
卒	3
匣	3
匕	3
兽	3
倌	3
佯	3
伶	3
仨	3
亥	3
亘	3
ｚ	2
ｐ	2
ｊ	2
ｇ	2
ｃ	2
ｂ	2
﻿	2
龉	2
龃	2
鼐	2
麓	2
鹳	2
鹜	2
鹃	2
鸲	2
鸢	2
鲑	2
鱿	2
骇	2
骅	2
馍	2
饽	2
饴	2
颞	2
頔	2
雹	2
雒	2
雎	2
雊	2
阡	2
阑	2
闵	2
闳	2
锱	2
锜	2
锌	2
铷	2
铧	2
铣	2
铠	2
铄	2
钊	2
銲	2
醐	2
醍	2
酪	2
鄢	2
邨	2
邗	2
遢	2
遑	2
逵	2
迓	2
辙	2
辘	2
辍	2
轼	2
躏	2
蹋	2
蹂	2
趿	2
贮	2
谌	2
诶	2
诬	2
诩	2
诔	2
诌	2
讷	2
讥	2
觥	2
觎	2
觊	2
襟	2
褀	2
袤	2
袒	2
蟑	2
螂	2
蜷	2
蜃	2
蛹	2
蛊	2
藕	2
藓	2
蕊	2
蒿	2
葫	2
葚	2
菡	2
荪	2
茼	2
茴	2
茬	2
茏	2
茁	2
苫	2
苞	2
芋	2
芊	2
臼	2
臬	2
膛	2
腋	2
胄	2
肽	2
肮	2
耙	2
耘	2
羹	2
羰	2
羟	2
羑	2
羁	2
罡	2
罘	2
罂	2
绉	2
绀	2
纰	2
纫	2
糨	2
糜	2
糅	2
粼	2
粳	2
粕	2
簌	2
簋	2
箬	2
箐	2
筏	2
笳	2
稹	2
祼	2
磬	2
砼	2
砺	2
砀	2
矸	2
矗	2
瞭	2
睽	2
眩	2
盹	2
盔	2
皲	2
皙	2
瘙	2
瘁	2
瘀	2
痼	2
痹	2
痂	2
疮	2
畊	2
畈	2
瓢	2
璞	2
瑚	2
琉	2
玺	2
猷	2
猢	2
猇	2
狲	2
狈	2
爵	2
爇	2
燎	2
煸	2
烽	2
炯	2
灏	2
瀬	2
瀣	2
瀛	2
濯	2
濡	2
濛	2
澍	2
潺	2
潞	2
漳	2
漉	2
滦	2
滢	2
渍	2
淞	2
涿	2
涮	2
涅	2
浒	2
浃	2
洮	2
泸	2
泵	2
泯	2
泓	2
沽	2
沱	2
沌	2
沆	2
沅	2
汾	2
汛	2
殃	2
橹	2
橇	2
槿	2
榫	2
榛	2
桢	2
栉	2
栀	2
柑	2
枰	2
杵	2
杳	2
朿	2
晁	2
敖	2
撂	2
搪	2
拗	2
拄	2
抿	2
戕	2
戌	2
戊	2
懵	2
愫	2
惆	2
恹	2
怦	2
怆	2
彿	2
弭	2
庶	2
幂	2
嶙	2
嵘	2
峥	2
峋	2
峁	2
岷	2
岙	2
寮	2
孺	2
孳	2
孢	2
嫡	2
嫉	2
嫂	2
婪	2
婕	2
娣	2
娠	2
娈	2
姹	2
妒	2
妍	2
妊	2
壑	2
塬	2
堑	2
堃	2
埫	2
垠	2
垚	2
垌	2
坻	2
坳	2
坯	2
坂	2
圃	2
嚷	2
噔	2
嘹	2
嘤	2
嗷	2
嗯	2
嗤	2
嗡	2
嗞	2
喽	2
喵	2
喟	2
喋	2
啰	2
唰	2
哉	2
哆	2
咿	2
呷	2
呱	2
吋	2
匝	2
劾	2
劵	2
剐	2
剌	2
刍	2
凄	2
冗	2
冉	2
僭	2
傩	2
傥	2
偕	2
偃	2
倢	2
倜	2
倏	2
俎	2
佶	2
佟	2
佚	2
佘	2
佗	2
伫	2
伉	2
仟	2
亢	2
丫	2
ル	2
ハ	2
ｕ	1
ｔ	1
ｓ	1
ｏ	1
ｋ	1
ｅ	1
Ｓ	1
Ｒ	1
龛	1
齵	1
鼬	1
黼	1
黻	1
麝	1
麋	1
麈	1
鹄	1
鸩	1
鳕	1
鳏	1
鳍	1
鲵	1
鲳	1
魇	1
鬓	1
髅	1
骷	1
骜	1
骐	1
驹	1
驮	1
饕	1
餮	1
飨	1
颟	1
颍	1
颉	1
颃	1
顸	1
霹	1
雳	1
隍	1
陨	1
陛	1
陂	1
阎	1
阂	1
闰	1
闩	1
镰	1
镭	1
镠	1
镌	1
镊	1
镂	1
锰	1
锒	1
锉	1
锄	1
铢	1
铛	1
铐	1
铉	1
钨	1
钤	1
钎	1
醴	1
醅	1
酰	1
鄙	1
郦	1
郢	1
邰	1
遛	1
迦	1
迥	1
辇	1
轭	1
躇	1
蹉	1
踱	1
踮	1
踌	1
跺	1
跹	1
跶	1
跛	1
跎	1
赧	1
赘	1
貶	1
豌	1
谲	1
谤	1
谙	1
谑	1
谄	1
诽	1
诘	1
诏	1
讹	1
讴	1
讫	1
讚	1
誌	1
褊	1
裳	1
裱	1
蟾	1
蟒	1
蟋	1
蟀	1
螨	1
螃	1
蝥	1
蜀	1
蛰	1
蚱	1
虬	1
虔	1
蘸	1
蘖	1
蘅	1
藐	1
薰	1
薏	1
蕃	1
蔼	1
蔗	1
蓥	1
蒯	1
葳	1
萼	1
萤	1
萘	1
荻	1
荚	1
荃	1
荀	1
茹	1
茱	1
茉	1
苨	1
苎	1
苋	1
芘	1
艞	1
舷	1
舫	1
舂	1
舀	1
臊	1
膘	1
腴	1
腮	1
腓	1
脓	1
胯	1
胫	1
胤	1
聱	1
聒	1
耸	1
耦	1
罅	1
缰	1
缛	1
缄	1
绢	1
纨	1
綦	1
粽	1
粱	1
籁	1
簧	1
簃	1
篼	1
篦	1
篓	1
篆	1
箴	1
箫	1
箔	1
笺	1
笠	1
笙	1
窨	1
穹	1
稣	1
稔	1
禺	1
祙	1
祐	1
碴	1
硼	1
硒	1
砾	1
矾	1
矜	1
矍	1
盥	1
皴	1
癸	1
癫	1
癥	1
癖	1
瘠	1
瘕	1
痫	1
痢	1
疽	1
疣	1
畚	1
町	1
甙	1
瓤	1
璜	1
瑯	1
瑆	1
琵	1
琚	1
琏	1
珩	1
玡	1
玠	1
獒	1
狷	1
狎	1
犟	1
煨	1
煊	1
焯	1
焓	1
烬	1
烩	1
炝	1
灼	1
濮	1
澂	1
潼	1
潦	1
漱	1
滇	1
溫	1
溏	1
湍	1
渥	1
涸	1
涭	1
涞	1
涎	1
洵	1
泱	1
泠	1
泞	1
泖	1
氐	1
毽	1
毎	1
毂	1
殓	1
殄	1
欹	1
欸	1
櫈	1
檩	1
樽	1
槜	1
槊	1
槃	1
榻	1
榧	1
榈	1
楩	1
椽	1
椁	1
梏	1
桧	1
桎	1
桅	1
桀	1
査	1
柘	1
柒	1
枥	1
枘	1
枏	1
枇	1
杷	1
杓	1
杈	1
朽	1
暄	1
晦	1
晏	1
昼	1
昶	1
昀	1
斟	1
攫	1
擞	1
擘	1
撩	1
撅	1
摁	1
搡	1
搐	1
揾	1
揲	1
揖	1
揍	1
掸	1
掖	1
掇	1
捻	1
捭	1
捎	1
挹	1
挎	1
拈	1
拃	1
抨	1
扪	1
戾	1
戛	1
戍	1
懿	1
慵	1
愣	1
愍	1
惰	1
悽	1
悌	1
恿	1
恽	1
恻	1
怯	1
怂	1
忑	1
忐	1
徳	1
徨	1
弧	1
庖	1
幺	1
幡	1
幔	1
帛	1
帙	1
嵬	1
嵩	1
崧	1
崂	1
岿	1
岘	1
尜	1
尕	1
宕	1
嬗	1
婺	1
婶	1
婢	1
娲	1
娑	1
娆	1
姣	1
姡	1
妾	1
妩	1
夐	1
壅	1
墒	1
埚	1
埈	1
垵	1
垞	1
坩	1
囤	1
嚏	1
噻	1
噬	1
噤	1
噢	1
噜	1
噘	1
噗	1
嘚	1
嘈	1
嗪	1
嗖	1
嗔	1
嗒	1
啻	1
啬	1
啁	1
唔	1
咛	1
咒	1
咆	1
咂	1
咀	1
呻	1
呗	1
吼	1
吩	1
吡	1
吠	1
吒	1
叟	1
卤	1
匡	1
剽	1
剃	1
凼	1
儆	1
僮	1
偻	1
偲	1
俸	1
俟	1
俘	1
俐	1
侴	1
侪	1
侩	1
佰	1
佝	1
伎	1
仞	1
丞	1
